period_type,period_start,period_label,market_country,market_iso,vietnam_export_value_usd,vietnam_export_quantity_ton,vietnam_export_unit_value_usd_per_ton,vietnam_export_unit_value_flag,partner_import_value_usd,partner_import_quantity_ton,partner_import_unit_value_usd_per_ton,partner_import_unit_value_flag,value_gap_usd,quantity_gap_ton,unit_value_gap_usd_per_ton,mirror_gap_pct,mirror_gap_flag,confidence_score,interpretation_note
A,2023-01-01,2023,China,CHN,48804138.879,16479.499941,2961.506056,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,France,FRA,47149558.302,16475.43533,2861.809558,ok,347721741.004,134316.342459,2588.826755,ok,300572182.702,117840.907129,-272.982803,-9.538818,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Egypt,EGY,45789791.192,16004.989251,2860.969818,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Malaysia,MYS,41295639.691,13427.433296,3075.467871,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Portugal,PRT,34474635.686,11654.095557,2958.156257,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Australia,AUS,28012401.338,8715.929617,3213.931568,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Ecuador,ECU,26454549.153,11790.767957,2243.666337,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Poland,POL,26057711.978,9103.540001,2862.371339,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,United Arab Emirates,ARE,25213111.324,7383.391852,3414.841286,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Greece,GRC,19562353.034,6501.528738,3008.885113,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Morocco,MAR,18122139.648,5970.354455,3035.354062,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Canada,CAN,17483475.965,6118.391607,2857.528103,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,South Africa,ZAF,13501008.72,5256.289453,2568.543616,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Israel,ISR,13203916.556,4181.22924,3157.903047,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Slovenia,SVN,10001974.099,3957.21015,2527.5317,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Colombia,COL,9752677.91,3786.642973,2575.547254,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Tunisia,TUN,9427953.563,3028.276424,3113.306793,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Dominican Rep.,DOM,8845874.23,3680.491599,2403.449102,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Romania,ROU,6585149.37,2328.697421,2827.825251,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Türkiye,TUR,5868492.01,1799.667365,3260.87594,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Denmark,DNK,4077338.148,1502.38982,2713.901608,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Sweden,SWE,3821627.67,1436.877525,2659.675305,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Croatia,HRV,3777523.036,1340.59084,2817.8046,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,New Zealand,NZL,3398963.902,1172.590078,2898.680422,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,"Other Asia, nes",S19,3072372.714,962.228854,3192.97504,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Latvia,LVA,2501180,1340,1866.552239,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Czechia,CZE,2228245.76,744.685896,2992.195464,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Ireland,IRL,2099081.088,598.997538,3504.323398,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Chile,CHL,1617007.269,730.899292,2212.353038,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Bulgaria,BGR,1551827.33,493.604854,3143.865619,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Kuwait,KWT,1551813.7,522.017488,2972.723588,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Lithuania,LTU,1486218.3,467.991243,3175.739551,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,"China, Hong Kong SAR",HKG,1310811.468,450.725981,2908.222564,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Argentina,ARG,1157801.74,399.513915,2898.026068,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Estonia,EST,1011149.37,329.612806,3067.688365,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Saudi Arabia,SAU,966122.2,356.05832,2713.381898,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Cambodia,KHM,848988.084,229.565173,3698.244263,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Singapore,SGP,840221.18,237.808122,3533.189586,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Finland,FIN,815888.244,299.703318,2722.319691,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Brazil,BRA,806053,365.133567,2207.556557,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Switzerland,CHE,576892.8,183.379244,3145.900198,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Norway,NOR,493208.354,199.713863,2469.574954,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Venezuela,VEN,405510.27,191.461,2117.978439,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Myanmar,MMR,140530.176,38.4,3659.64,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Iraq,IRQ,109764.702,48,2286.764625,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Ukraine,UKR,100985.4,25.454874,3967.232366,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Costa Rica,CRI,98760,40,2469,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Sri Lanka,LKA,60219.6,23.450303,2567.966819,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Hungary,HUN,58900,20,2945,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Bangladesh,BGD,56995,15.935924,3576.510531,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Senegal,SEN,47520,11.978124,3967.232264,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Lao People's Dem. Rep.,LAO,41580.041,20,2079.00205,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Cyprus,CYP,28987.044,19.146,1514,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Qatar,QAT,1680,0.423469,3967.232548,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
