period_type,period_start,period_label,market_country,market_iso,vietnam_export_value_usd,vietnam_export_quantity_ton,vietnam_export_unit_value_usd_per_ton,vietnam_export_unit_value_flag,partner_import_value_usd,partner_import_quantity_ton,partner_import_unit_value_usd_per_ton,partner_import_unit_value_flag,value_gap_usd,quantity_gap_ton,unit_value_gap_usd_per_ton,mirror_gap_pct,mirror_gap_flag,confidence_score,interpretation_note
A,2023-01-01,2023,Indonesia,IDN,59202443.293,20113.312686,2943.445678,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,China,CHN,48804138.879,16479.499941,2961.506056,ok,31596370,14061.572,2247.00126,ok,-17207768.879,-2417.927941,-714.504796,-24.1264,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,France,FRA,47149558.302,16475.43533,2861.809558,ok,347721741.004,134316.342459,2588.826755,ok,300572182.702,117840.907129,-272.982803,-9.538818,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Egypt,EGY,45789791.192,16004.989251,2860.969818,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Malaysia,MYS,41295639.691,13427.433296,3075.467871,ok,116598578.906,48757.365,2391.404435,ok,75302939.215,35329.931704,-684.063436,-22.242581,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Portugal,PRT,34474635.686,11654.095557,2958.156257,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Australia,AUS,28012401.338,8715.929617,3213.931568,ok,64393502.462,24919.332,2584.078195,ok,36381101.124,16203.402383,-629.853373,-19.597598,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Ecuador,ECU,26454549.153,11790.767957,2243.666337,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Poland,POL,26057711.978,9103.540001,2862.371339,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,United Arab Emirates,ARE,25213111.324,7383.391852,3414.841286,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Greece,GRC,19562353.034,6501.528738,3008.885113,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Morocco,MAR,18122139.648,5970.354455,3035.354062,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Canada,CAN,17483475.965,6118.391607,2857.528103,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,South Africa,ZAF,13501008.72,5256.289453,2568.543616,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Israel,ISR,13203916.556,4181.22924,3157.903047,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Slovenia,SVN,10001974.099,3957.21015,2527.5317,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Colombia,COL,9752677.91,3786.642973,2575.547254,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Tunisia,TUN,9427953.563,3028.276424,3113.306793,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Dominican Rep.,DOM,8845874.23,3680.491599,2403.449102,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Romania,ROU,6585149.37,2328.697421,2827.825251,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Türkiye,TUR,5868492.01,1799.667365,3260.87594,ok,26755384,11293.992,2368.992647,ok,20886891.99,9494.324635,-891.883293,-27.351034,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Denmark,DNK,4077338.148,1502.38982,2713.901608,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Sweden,SWE,3821627.67,1436.877525,2659.675305,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Croatia,HRV,3777523.036,1340.59084,2817.8046,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,New Zealand,NZL,3398963.902,1172.590078,2898.680422,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,"Other Asia, nes",S19,3072372.714,962.228854,3192.97504,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Latvia,LVA,2501180,1340,1866.552239,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Czechia,CZE,2228245.76,744.685896,2992.195464,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Ireland,IRL,2099081.088,598.997538,3504.323398,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Chile,CHL,1617007.269,730.899292,2212.353038,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Bulgaria,BGR,1551827.33,493.604854,3143.865619,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Kuwait,KWT,1551813.7,522.017488,2972.723588,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Lithuania,LTU,1486218.3,467.991243,3175.739551,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,"China, Hong Kong SAR",HKG,1310811.468,450.725981,2908.222564,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Argentina,ARG,1157801.74,399.513915,2898.026068,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Estonia,EST,1011149.37,329.612806,3067.688365,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Saudi Arabia,SAU,966122.2,356.05832,2713.381898,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Cambodia,KHM,848988.084,229.565173,3698.244263,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Singapore,SGP,840221.18,237.808122,3533.189586,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Finland,FIN,815888.244,299.703318,2722.319691,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Brazil,BRA,806053,365.133567,2207.556557,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Switzerland,CHE,576892.8,183.379244,3145.900198,ok,173933681.644,68157.844,2551.924642,ok,173356788.844,67974.464756,-593.975556,-18.880941,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Norway,NOR,493208.354,199.713863,2469.574954,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Venezuela,VEN,405510.27,191.461,2117.978439,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Myanmar,MMR,140530.176,38.4,3659.64,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Iraq,IRQ,109764.702,48,2286.764625,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Ukraine,UKR,100985.4,25.454874,3967.232366,ok,20342114.27,7441.88434,2733.462836,ok,20241128.87,7416.429466,-1233.76953,-31.098998,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Costa Rica,CRI,98760,40,2469,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Sri Lanka,LKA,60219.6,23.450303,2567.966819,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Hungary,HUN,58900,20,2945,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Bangladesh,BGD,56995,15.935924,3576.510531,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Senegal,SEN,47520,11.978124,3967.232264,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Lao People's Dem. Rep.,LAO,41580.041,20,2079.00205,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Cyprus,CYP,28987.044,19.146,1514,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2023-01-01,2023,Qatar,QAT,1680,0.423469,3967.232548,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Germany,DEU,454090248.877,220082.686734,2063.271108,ok,4154926297.161,1849683.542356,2246.290353,ok,3700836048.284,1629600.855622,183.019245,8.870344,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Italy,ITA,290820187.608,138298.93,2102.837582,ok,366470691.319,150352,2437.418134,ok,75650503.711,12053.07,334.580552,15.910908,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,USA,USA,254532081.849,117804.527851,2160.63072,ok,321386983,133497.81,2407.432624,ok,66854901.151,15693.282149,246.801904,11.422679,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Belgium,BEL,253068843.617,120673.6,2097.135112,ok,78485823.264,27026.11628,2904.073321,ok,-174583020.353,-93647.48372,806.938209,38.478122,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Japan,JPN,206550035.42,95805.005376,2155.942005,ok,223483730.14,105217,2124.026822,ok,16933694.72,9411.994624,-31.915183,-1.480336,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Russian Federation,RUS,196297466.576,95405.7,2057.502503,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Spain,ESP,161034432.594,79622.41,2022.476242,ok,1808779587.979999,751486.53336,2406.935464,ok,1647745155.385999,671864.12336,384.459222,19.009332,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Algeria,DZA,84978580.273,42493.93,1999.781622,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,United Kingdom,GBR,79878628.286,39960.115,1998.958919,ok,448737787.318,211327.308,2123.425465,ok,368859159.032,171367.193,124.466546,6.226568,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Philippines,PHL,72521955.151,35333.61,2052.492093,ok,97057675,18995.705432,5109.453573,ok,24535719.849,-16337.904568,3056.96148,148.939014,large_mirror_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Rep. of Korea,KOR,66282983.159,30977.36,2139.723435,ok,71601926,31330.05,2285.407333,ok,5318942.841,352.69,145.683898,6.808539,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Netherlands,NLD,63885489.528,29176.96,2189.586904,ok,37434341.346,14360.3,2606.793824,ok,-26451148.182,-14816.66,417.20692,19.054138,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Mexico,MEX,61716878.707,31011.17,1990.149959,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Thailand,THA,61628251.4,27921.32,2207.211242,ok,485941034.314,224176.044,2167.676018,ok,424312782.914,196254.724,-39.535224,-1.791184,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,India,IND,55675962.169,29234.88,1904.436145,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,France,FRA,51808787.76,22106.73,2343.575362,ok,286467005.011,113432.353368,2525.443549,ok,234658217.251,91325.623368,181.868187,7.760288,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,China,CHN,41651557.729,22212.366,1875.151784,ok,48007225,23147.623,2073.959171,ok,6355667.271,935.257,198.807387,10.602202,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Malaysia,MYS,41405199.739,20583.28,2011.593864,ok,158927549.355,73210.8,2170.8211,ok,117522349.616,52627.52,159.227236,7.915476,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Australia,AUS,38665818.01,18653.08,2072.891877,ok,100929957.624,42457.748,2377.185847,ok,62264139.614,23804.668,304.29397,14.679684,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Ecuador,ECU,36844611.986,18860.77,1953.505185,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Egypt,EGY,35642113.602,16257.68,2192.324711,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Portugal,PRT,22838837.778,10913.85,2092.647212,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Poland,POL,19463912.22,9877.35,1970.560142,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Greece,GRC,16582964.377,7947.424,2086.583574,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Canada,CAN,16194601.21,6317.216,2563.566167,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Morocco,MAR,12477648.847,6358.08,1962.486922,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Israel,ISR,11913645.619,5681.518,2096.912413,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Indonesia,IDN,11779322.633,5944.69,1981.486441,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
