period_type,period_start,period_label,market_country,market_iso,vietnam_export_value_usd,vietnam_export_quantity_ton,vietnam_export_unit_value_usd_per_ton,vietnam_export_unit_value_flag,partner_import_value_usd,partner_import_quantity_ton,partner_import_unit_value_usd_per_ton,partner_import_unit_value_flag,value_gap_usd,quantity_gap_ton,unit_value_gap_usd_per_ton,mirror_gap_pct,mirror_gap_flag,confidence_score,interpretation_note
M,2025-11-01,202511,Belgium,BEL,,,,,3686008.578,721.75529,5107.005974,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-11-01,202511,Germany,DEU,,,,,476833927.332,103772.148576,4595.008717,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-11-01,202511,Italy,ITA,,,,,60311750.59,11230.334,5370.43249,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-11-01,202511,Japan,JPN,,,,,22981909.735,4292.38,5354.118166,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-11-01,202511,Netherlands,NLD,,,,,4383291,1012.475,4329.283192,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-11-01,202511,Rep. of Korea,KOR,,,,,8615296,1702.7961,5059.49949,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-11-01,202511,Spain,ESP,,,,,344207586.104,59657.808,5769.698848,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-11-01,202511,USA,USA,,,,,36344054,7500.942,4845.265301,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-10-01,202510,Belgium,BEL,,,,,5726620.653,1090.56791,5251.044525,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-10-01,202510,Germany,DEU,,,,,236228429.539,58824.256,4015.833699,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-10-01,202510,Italy,ITA,,,,,62705571.261,11785.8,5320.434019,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-10-01,202510,Japan,JPN,,,,,35933963.233,6774.99,5303.913841,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-10-01,202510,Netherlands,NLD,,,,,4541280.05,901.897,5035.253527,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-10-01,202510,Rep. of Korea,KOR,,,,,7775323,1551.08815,5012.818259,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-10-01,202510,Spain,ESP,,,,,298491301.34,53177.9984,5613.060106,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-10-01,202510,USA,USA,,,,,26727729,6055.477,4413.810671,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-09-01,202509,Belgium,BEL,,,,,7427381.694,1397.13,5316.170789,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-09-01,202509,Germany,DEU,,,,,448327389.856,104674.1696,4283.075677,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-09-01,202509,Italy,ITA,,,,,68117252.462,11968,5691.615346,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-09-01,202509,Japan,JPN,,,,,33655442.188,6577.28,5116.924046,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-09-01,202509,Netherlands,NLD,,,,,5064390.724,1012.33,5002.707342,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-09-01,202509,Rep. of Korea,KOR,,,,,10464234,2213.85535,4726.701769,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-09-01,202509,Spain,ESP,,,,,261958542.226,45426.01512,5766.707503,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-09-01,202509,USA,USA,,,,,12702253,3116.584,4075.697302,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-08-01,202508,Belgium,BEL,,,,,6192352.711,1175.03,5269.952862,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-08-01,202508,Germany,DEU,,,,,606963856.98,123868.792,4900.054704,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-08-01,202508,Italy,ITA,,,,,45378424.014,7822.71,5800.857249,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-08-01,202508,Japan,JPN,,,,,32410786.518,6107.06,5307.101374,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-08-01,202508,Netherlands,NLD,,,,,14609054.423,2740.74,5330.332108,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-08-01,202508,Rep. of Korea,KOR,,,,,8971911,1735.0612,5170.947861,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-08-01,202508,Spain,ESP,,,,,416835920.586,73849.6064,5644.389197,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-08-01,202508,USA,USA,,,,,45088700,9029.083,4993.718631,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-07-01,202507,Belgium,BEL,,,,,14829309.807,2582.62,5741.963513,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-07-01,202507,Germany,DEU,,,,,1143267486.473999,220672.544,5180.832494,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-07-01,202507,Italy,ITA,,,,,67530964.322,11319.4,5965.949107,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-07-01,202507,Japan,JPN,,,,,46241026.161,8089.36,5716.277451,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-07-01,202507,Netherlands,NLD,,,,,12019675.532,2070.06,5806.438235,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-07-01,202507,Rep. of Korea,KOR,,,,,13253210,2297.35305,5768.904348,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-07-01,202507,Spain,ESP,,,,,593912472.546,101013.5444,5879.533048,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-07-01,202507,USA,USA,,,,,48096672,9914.476,4851.156229,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-06-01,202506,Belgium,BEL,,,,,9861772.875,1694.53,5819.76883,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-06-01,202506,Germany,DEU,,,,,1474993519.028001,260322.752,5666.018462,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-06-01,202506,Italy,ITA,,,,,52012986.8,8742.65,5949.338793,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-06-01,202506,Japan,JPN,,,,,54516600.635,9373.84,5815.823679,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-06-01,202506,Netherlands,NLD,,,,,29873657.775,4892.55,6105.948386,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-06-01,202506,Rep. of Korea,KOR,,,,,17105541,2886.21925,5926.625637,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-06-01,202506,Spain,ESP,,,,,646826302.72,109908.227408,5885.149074,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-06-01,202506,USA,USA,,,,,45246341,8151.03,5550.996745,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-05-01,202505,Belgium,BEL,,,,,6722896.719,1125.61,5972.66968,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-05-01,202505,Germany,DEU,,,,,1332773133.914999,234164.012592,5691.622377,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-05-01,202505,Italy,ITA,,,,,82945707.072,14348.7,5780.712334,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-05-01,202505,Japan,JPN,,,,,44635099.054,7962.18,5605.889223,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-05-01,202505,Netherlands,NLD,,,,,14434964.85,2201.44,6557.055768,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-05-01,202505,Rep. of Korea,KOR,,,,,15747729,2597.68314,6062.220891,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-05-01,202505,Spain,ESP,,,,,467237154.304,85721.7256,5450.627026,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-05-01,202505,USA,USA,,,,,67016874,10808.84,6200.19114,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-04-01,202504,Belgium,BEL,,,,,6816456.912,1107.47,6154.981094,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-04-01,202504,Germany,DEU,,,,,1495534473.655,259375.16,5765.912486,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-04-01,202504,Italy,ITA,,,,,82514932.084,14052.2,5872.029439,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-04-01,202504,Japan,JPN,,,,,54593891.207,9509.64,5740.899888,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-04-01,202504,Netherlands,NLD,,,,,33255943.217,5165.24,6438.412004,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-04-01,202504,Rep. of Korea,KOR,,,,,18879041,3284.0933,5748.631137,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-04-01,202504,Spain,ESP,,,,,464352060.64,82906.8592,5600.888336,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-04-01,202504,USA,USA,,,,,75001194,12271.28,6111.929155,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-03-01,202503,Belgium,BEL,,,,,7356894.265,1154.2,6374.02033,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-03-01,202503,Germany,DEU,,,,,748438784.873,138083.36,5420.195343,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-03-01,202503,Italy,ITA,,,,,59313784.525,9841.75,6026.7518,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-03-01,202503,Japan,JPN,,,,,48746265.889,8673.57,5620.092521,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-03-01,202503,Netherlands,NLD,,,,,22124669.779,3693.16,5990.715208,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-03-01,202503,Rep. of Korea,KOR,,,,,14582445,2738.9722,5324.057323,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-03-01,202503,Spain,ESP,,,,,323724462.569,56771.3774,5702.247812,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-03-01,202503,USA,USA,,,,,67150029,12073.95,5561.56262,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-02-01,202502,Belgium,BEL,,,,,2013819.577,358.732,5613.716025,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-02-01,202502,Germany,DEU,,,,,513447297.227,99943.48,5137.376618,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-02-01,202502,Italy,ITA,,,,,38464276.883,6941.19,5541.452818,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-02-01,202502,Japan,JPN,,,,,34614443.732,6509.41,5317.600786,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-02-01,202502,Netherlands,NLD,,,,,22817761.951,4276.78,5335.266708,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-02-01,202502,Rep. of Korea,KOR,,,,,15202306,3069.89372,4952.06264,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-02-01,202502,Spain,ESP,,,,,307257635.432,56502.5016,5437.947467,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-02-01,202502,USA,USA,,,,,48800165,9223.42,5290.896977,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-01-01,202501,Belgium,BEL,,,,,3365180.156,635.835,5292.536831,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-01-01,202501,Germany,DEU,,,,,288773527.514,57609.136,5012.634238,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-01-01,202501,Italy,ITA,,,,,31672835.282,5831.42,5431.410408,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
